-0.0, -0.0, -0.0, 0.0, false, false, false, false
-0.0, -0.0, -0.0, 0.0, false, false, false, false
-0.0, -0.0, -0.0, 0.0, false, false, false, false
-0.0, -0.0, -0.0, 0.0, false, false, false, false
-0.0, -0.0, -0.0, 0.0, false, false, false, false
-0.0, -0.0, -0.0, 0.0, false, false, false, false
-0.0, -0.0, -0.0, 0.0, false, false, false, false
-0.0, -0.0, -0.0, 0.0, false, false, false, false
-0.0, -0.0, -0.0, 0.0, false, false, false, false
-0.0, -0.0, -0.0, 0.0, false, false, false, false
-0.0, -0.0, -0.0, 0.0, false, false, false, false
-0.0, -0.0, -0.0, 0.0, false, false, false, false
-0.0, -0.0, -0.0, 0.0, false, false, false, false
-0.0, -0.0, -0.0, 0.0, false, false, false, false
-0.0, -0.0, -0.0, 0.0, false, false, false, false
-0.0, -0.0, -0.0, 0.0, false, false, false, false
-0.0, -0.0, -0.0, 0.0, false, false, false, false
-0.0, -0.0, -0.0, 0.0, false, false, false, false
-0.0, -0.0, -0.0, 0.0, false, false, false, false
-0.0, -0.0, -0.0, 0.0, false, false, false, false
-0.0, -0.0, -0.0, 0.0, false, false, false, false
-0.0, -0.0, -0.0, 0.0, false, false, false, false
-0.0, -0.0, -0.0, 0.0, false, false, false, false
-0.0, -0.0, -0.0, 0.0, false, false, false, false
-0.0, -0.0, -0.0, 0.0, false, false, false, false
-0.0, -0.0, -0.0, 0.0, false, false, false, false
-0.0, -0.0, -0.0, 0.0, false, false, false, false
-0.0, -0.0, -0.0, 0.0, false, false, false, false
-0.0, -0.0, -0.0, 0.0, false, false, false, false
-0.0, -0.0, -0.0, 0.0, false, false, false, false
-0.0, -0.0, -0.0, 0.0, false, false, false, false
-0.0, -0.0, -0.0, 0.0, false, false, false, false
-0.0, -0.0, -0.0, 0.0, false, false, false, false
-0.0, -0.0, -0.0, 0.0, false, false, false, false
-0.0, -0.0, -0.0, 0.0, false, false, false, false
-0.0, -0.0, -0.0, -0.0078125, false, false, false, false
-0.0, -0.0, -0.0, -0.0078125, false, false, false, false
-0.0, -0.0, -0.0, -0.0078125, false, false, false, false
-0.0, -0.0, -0.0, -0.0078125, false, false, false, false
-0.0, -0.0, -0.0, -0.0078125, false, false, false, false
-0.0, -0.0, -0.0, -0.0078125, false, false, false, false
